> QA_Iteration0-0| Output Layer: [0.41875106] | Score:[0.92428344] | Label: 0| Elapsed: 4.19
> QA_Iteration485-13| Output Layer: [-3.6309328] | Score:[0.02614664] | Label: 0| Elapsed: 2.91
> QA_Iteration485-14| Output Layer: [-3.6354213] | Score:[0.02603105] | Label: 0| Elapsed: 2.90
> QA_Iteration485-15| Output Layer: [-3.6403534] | Score:[0.02590462] | Label: 0| Elapsed: 2.92
> QA_Iteration485-16| Output Layer: [-3.6454737] | Score:[0.02577402] | Label: 0| Elapsed: 2.94
> QA_Iteration485-17| Output Layer: [-3.650924] | Score:[0.0256357] | Label: 0| Elapsed: 2.91
> QA_Iteration486-0| Output Layer: [-3.4153178] | Score:[0.03233742] | Label: 0| Elapsed: 2.92
> QA_Iteration486-1| Output Layer: [-3.66277] | Score:[0.0253376] | Label: 0| Elapsed: 3.06
> QA_Iteration486-2| Output Layer: [-3.550819] | Score:[0.02829696] | Label: 0| Elapsed: 3.72
> QA_Iteration486-3| Output Layer: [-3.441995] | Score:[0.03149943] | Label: 0| Elapsed: 3.02
> QA_Iteration486-4| Output Layer: [-3.5683057] | Score:[0.0278132] | Label: 0| Elapsed: 2.95
> QA_Iteration486-5| Output Layer: [-3.4674745] | Score:[0.03071902] | Label: 0| Elapsed: 2.99
> QA_Iteration486-6| Output Layer: [-3.4806588] | Score:[0.03032271] | Label: 0| Elapsed: 3.04
> QA_Iteration486-7| Output Layer: [-3.4986558] | Score:[0.02978984] | Label: 0| Elapsed: 2.93
> QA_Iteration486-8| Output Layer: [-3.6132286] | Score:[0.02660751] | Label: 0| Elapsed: 2.91
> QA_Iteration486-9| Output Layer: [-3.625959] | Score:[0.02627531] | Label: 0| Elapsed: 2.90
> QA_Iteration486-10| Output Layer: [-3.638742] | Score:[0.02594587] | Label: 0| Elapsed: 2.94
> QA_Iteration486-11| Output Layer: [-3.6520972] | Score:[0.02560603] | Label: 0| Elapsed: 2.91
> QA_Iteration487-0| Output Layer: [-3.7407794] | Score:[0.02345829] | Label: 0| Elapsed: 2.91
> QA_Iteration487-1| Output Layer: [-3.6773274] | Score:[0.02497596] | Label: 0| Elapsed: 2.91
> QA_Iteration488-0| Output Layer: [-3.756133] | Score:[0.02310496] | Label: 0| Elapsed: 3.01
> QA_Iteration488-1| Output Layer: [-3.763681] | Score:[0.0229332] | Label: 0| Elapsed: 3.76
> QA_Iteration488-2| Output Layer: [-3.7711444] | Score:[0.02276461] | Label: 0| Elapsed: 3.02
> QA_Iteration488-3| Output Layer: [-3.7232628] | Score:[3.7471306] | Label: 1| Elapsed: 3.67
> QA_Iteration488-4| Output Layer: [-3.6843472] | Score:[0.0248034] | Label: 0| Elapsed: 3.25
> QA_Iteration489-0| Output Layer: [-3.7353957] | Score:[0.02358344] | Label: 0| Elapsed: 3.13
> QA_Iteration489-1| Output Layer: [-3.7180107] | Score:[0.0239921] | Label: 0| Elapsed: 3.70
> QA_Iteration489-2| Output Layer: [-3.7034628] | Score:[0.02433944] | Label: 0| Elapsed: 3.03
> QA_Iteration489-3| Output Layer: [-3.6907048] | Score:[0.02464813] | Label: 0| Elapsed: 2.92
> QA_Iteration489-4| Output Layer: [-3.2979624] | Score:[3.3342543] | Label: 1| Elapsed: 2.97
> QA_Iteration490-0| Output Layer: [-3.6405966] | Score:[0.02589841] | Label: 0| Elapsed: 3.03
> QA_Iteration490-1| Output Layer: [-3.3370757] | Score:[0.03492374] | Label: 0| Elapsed: 2.92
> QA_Iteration490-2| Output Layer: [-3.2510235] | Score:[0.03800318] | Label: 0| Elapsed: 2.91
> QA_Iteration491-0| Output Layer: [-3.2183897] | Score:[3.2576292] | Label: 1| Elapsed: 3.54
> QA_Iteration492-0| Output Layer: [-3.502196] | Score:[0.02968612] | Label: 0| Elapsed: 3.07
> QA_Iteration492-1| Output Layer: [-3.0168445] | Score:[0.04779486] | Label: 0| Elapsed: 3.71
> QA_Iteration492-2| Output Layer: [-2.9332592] | Score:[0.05185526] | Label: 0| Elapsed: 3.03
> QA_Iteration492-3| Output Layer: [-2.3349788] | Score:[0.09240828] | Label: 0| Elapsed: 2.93
> QA_Iteration492-4| Output Layer: [-2.2440917] | Score:[0.10077141] | Label: 0| Elapsed: 2.98
> QA_Iteration492-5| Output Layer: [-2.1711104] | Score:[0.10800283] | Label: 0| Elapsed: 3.04
> QA_Iteration492-6| Output Layer: [-2.1157556] | Score:[0.11381266] | Label: 0| Elapsed: 2.92
> QA_Iteration492-7| Output Layer: [-3.3049428] | Score:[0.03604386] | Label: 0| Elapsed: 2.91
> QA_Iteration492-8| Output Layer: [-2.0434651] | Score:[2.1653101] | Label: 1| Elapsed: 2.91
> QA_Iteration492-9| Output Layer: [-2.5916898] | Score:[0.07222147] | Label: 0| Elapsed: 2.92
> QA_Iteration492-10| Output Layer: [-1.8219433] | Score:[0.14989409] | Label: 0| Elapsed: 2.90
> QA_Iteration492-11| Output Layer: [-1.7425424] | Score:[0.16133173] | Label: 0| Elapsed: 2.89
> QA_Iteration492-12| Output Layer: [-1.6871644] | Score:[0.16977946] | Label: 0| Elapsed: 2.91
> QA_Iteration493-0| Output Layer: [-3.1836648] | Score:[0.04059816] | Label: 0| Elapsed: 2.94
> QA_Iteration493-1| Output Layer: [-3.1753745] | Score:[0.0409293] | Label: 0| Elapsed: 2.91
> QA_Iteration493-2| Output Layer: [-3.1711295] | Score:[0.04109989] | Label: 0| Elapsed: 2.92
> QA_Iteration493-3| Output Layer: [-3.1669407] | Score:[0.0412689] | Label: 0| Elapsed: 3.07
> QA_Iteration493-4| Output Layer: [-3.163836] | Score:[0.04139461] | Label: 0| Elapsed: 3.72
> QA_Iteration493-5| Output Layer: [-3.1629255] | Score:[0.04143154] | Label: 0| Elapsed: 3.01
> QA_Iteration493-6| Output Layer: [-3.1645396] | Score:[0.04136609] | Label: 0| Elapsed: 2.94
> QA_Iteration493-7| Output Layer: [-3.165664] | Score:[0.04132055] | Label: 0| Elapsed: 2.98
> QA_Iteration494-0| Output Layer: [-3.1671398] | Score:[0.04126085] | Label: 0| Elapsed: 3.04
> QA_Iteration494-1| Output Layer: [-3.1712348] | Score:[0.04109565] | Label: 0| Elapsed: 2.94
> QA_Iteration494-2| Output Layer: [-3.175879] | Score:[0.04090908] | Label: 0| Elapsed: 2.91
> QA_Iteration494-3| Output Layer: [-3.0999722] | Score:[3.1440375] | Label: 1| Elapsed: 3.55
> QA_Iteration495-0| Output Layer: [-3.1587787] | Score:[0.04160018] | Label: 0| Elapsed: 3.06
> QA_Iteration495-1| Output Layer: [-2.2564435] | Score:[0.09959397] | Label: 0| Elapsed: 3.71
> QA_Iteration495-2| Output Layer: [-3.123989] | Score:[0.04304165] | Label: 0| Elapsed: 3.02
> QA_Iteration496-0| Output Layer: [-1.4106647] | Score:[0.21831676] | Label: 0| Elapsed: 2.94
> QA_Iteration496-1| Output Layer: [-1.4169691] | Score:[0.21708342] | Label: 0| Elapsed: 2.97
> QA_Iteration496-2| Output Layer: [-3.1055264] | Score:[0.04382637] | Label: 0| Elapsed: 3.03
> QA_Iteration496-3| Output Layer: [-3.1081815] | Score:[0.04371266] | Label: 0| Elapsed: 2.93
> QA_Iteration496-4| Output Layer: [-3.1115239] | Score:[3.155094] | Label: 1| Elapsed: 2.91
> QA_Iteration497-0| Output Layer: [-0.64660406] | Score:[0.42122144] | Label: 0| Elapsed: 2.90
> QA_Iteration497-1| Output Layer: [-3.07369] | Score:[0.04521251] | Label: 0| Elapsed: 2.93
> QA_Iteration497-2| Output Layer: [-3.0640373] | Score:[0.04564119] | Label: 0| Elapsed: 2.90
> QA_Iteration497-3| Output Layer: [-3.026249] | Score:[0.04735792] | Label: 0| Elapsed: 2.89
> QA_Iteration497-4| Output Layer: [-3.0129414] | Score:[0.04797736] | Label: 0| Elapsed: 2.92
> QA_Iteration497-5| Output Layer: [-0.919049] | Score:[0.33568493] | Label: 0| Elapsed: 2.93
> QA_Iteration497-6| Output Layer: [-3.0515926] | Score:[0.04619973] | Label: 0| Elapsed: 2.92
> QA_Iteration497-7| Output Layer: [-3.0571368] | Score:[3.103087] | Label: 1| Elapsed: 2.92
> QA_Iteration498-0| Output Layer: [-3.0353696] | Score:[0.04693788] | Label: 0| Elapsed: 3.05
> QA_Iteration498-1| Output Layer: [-3.0166898] | Score:[0.04780208] | Label: 0| Elapsed: 3.71
> QA_Iteration498-2| Output Layer: [-2.4369721] | Score:[0.08381266] | Label: 0| Elapsed: 3.02
> QA_Iteration498-3| Output Layer: [-2.9896529] | Score:[0.0490805] | Label: 0| Elapsed: 2.95
> QA_Iteration498-4| Output Layer: [-2.9805663] | Score:[0.04951759] | Label: 0| Elapsed: 2.97
> QA_Iteration498-5| Output Layer: [-2.9740465] | Score:[0.04983355] | Label: 0| Elapsed: 3.03
> QA_Iteration498-6| Output Layer: [-2.9696295] | Score:[0.05004872] | Label: 0| Elapsed: 2.93
> QA_Iteration498-7| Output Layer: [-2.966372] | Score:[0.05020799] | Label: 0| Elapsed: 2.89
> QA_Iteration498-8| Output Layer: [-2.9652166] | Score:[0.0502646] | Label: 0| Elapsed: 3.49
> QA_Iteration498-9| Output Layer: [-2.9656298] | Score:[0.05024435] | Label: 0| Elapsed: 3.04
> QA_Iteration498-10| Output Layer: [-2.9681566] | Score:[0.05012068] | Label: 0| Elapsed: 3.71
> QA_Iteration498-11| Output Layer: [-2.9703543] | Score:[0.05001336] | Label: 0| Elapsed: 3.02
> QA_Iteration498-12| Output Layer: [-2.9746065] | Score:[0.04980634] | Label: 0| Elapsed: 2.94
> QA_Iteration498-13| Output Layer: [-2.9797742] | Score:[0.04955587] | Label: 0| Elapsed: 2.97
> QA_Iteration498-14| Output Layer: [-2.9855626] | Score:[0.04927679] | Label: 0| Elapsed: 3.05
> QA_Iteration498-15| Output Layer: [-2.576395] | Score:[0.07329475] | Label: 0| Elapsed: 2.94
> QA_Iteration498-16| Output Layer: [-3.0005019] | Score:[0.04856355] | Label: 0| Elapsed: 2.90
> QA_Iteration498-17| Output Layer: [-3.009193] | Score:[0.04815327] | Label: 0| Elapsed: 3.62
> QA_Iteration498-18| Output Layer: [-3.0183551] | Score:[0.04772441] | Label: 0| Elapsed: 3.06
> QA_Iteration498-19| Output Layer: [-3.027891] | Score:[0.04728203] | Label: 0| Elapsed: 3.71
> QA_Iteration498-20| Output Layer: [-3.037794] | Score:[0.04682684] | Label: 0| Elapsed: 3.02
> QA_Iteration499-0| Output Layer: [-3.0481923] | Score:[0.0463535] | Label: 0| Elapsed: 2.95
> QA_Iteration499-1| Output Layer: [-3.0588226] | Score:[0.04587443] | Label: 0| Elapsed: 3.00
> QA_Iteration499-2| Output Layer: [-3.069799] | Score:[0.04538484] | Label: 0| Elapsed: 3.04
> QA_Iteration499-3| Output Layer: [-3.0806577] | Score:[0.04490552] | Label: 0| Elapsed: 2.93
> QA_Iteration499-4| Output Layer: [-3.0919669] | Score:[0.04441159] | Label: 0| Elapsed: 2.91
> QA_Iteration499-5| Output Layer: [-3.1033723] | Score:[0.04391883] | Label: 0| Elapsed: 2.91
> QA_Iteration500-0| Output Layer: [-3.0327284] | Score:[0.04705914] | Label: 0| Elapsed: 2.94
> QA_Iteration500-1| Output Layer: [-3.126318] | Score:[0.04294364] | Label: 0| Elapsed: 3.60
> QA_Iteration500-2| Output Layer: [-3.137703] | Score:[0.04246768] | Label: 0| Elapsed: 2.94
> QA_Iteration500-3| Output Layer: [-3.1498706] | Score:[0.0419647] | Label: 0| Elapsed: 3.73
> QA_Iteration500-4| Output Layer: [-3.0701315] | Score:[0.04537008] | Label: 0| Elapsed: 3.19
> QA_Iteration500-5| Output Layer: [-3.1746414] | Score:[0.04095872] | Label: 0| Elapsed: 3.16
> QA_Iteration500-6| Output Layer: [-3.185594] | Score:[0.04052148] | Label: 0| Elapsed: 3.71
> QA_Iteration500-7| Output Layer: [-3.1975415] | Score:[0.04004974] | Label: 0| Elapsed: 3.02
> QA_Iteration500-8| Output Layer: [-3.209296] | Score:[0.03959087] | Label: 0| Elapsed: 2.93
> QA_Iteration500-9| Output Layer: [-3.221026] | Score:[0.0391381] | Label: 0| Elapsed: 2.98
> QA_Iteration500-10| Output Layer: [-3.1604445] | Score:[0.04153235] | Label: 0| Elapsed: 3.03
> QA_Iteration500-11| Output Layer: [-3.2437797] | Score:[0.03827425] | Label: 0| Elapsed: 2.93
> QA_Iteration500-12| Output Layer: [-3.2562747] | Score:[0.03780786] | Label: 0| Elapsed: 2.90
> QA_Iteration500-13| Output Layer: [-3.2681499] | Score:[0.03736978] | Label: 0| Elapsed: 2.90
> QA_Iteration501-0| Output Layer: [-2.5663142] | Score:[2.6403248] | Label: 1| Elapsed: 2.93
> QA_Iteration501-1| Output Layer: [-2.0938554] | Score:[0.11619172] | Label: 0| Elapsed: 2.90
> QA_Iteration501-2| Output Layer: [-2.42475] | Score:[0.08480082] | Label: 0| Elapsed: 2.89
> QA_Iteration501-3| Output Layer: [-1.9483787] | Score:[0.13322316] | Label: 0| Elapsed: 2.89
> QA_Iteration501-4| Output Layer: [-1.9119143] | Score:[0.1378446] | Label: 0| Elapsed: 2.93
> QA_Iteration501-5| Output Layer: [-1.9092398] | Score:[0.1381894] | Label: 0| Elapsed: 2.92
> QA_Iteration501-6| Output Layer: [-1.9289439] | Score:[0.135668] | Label: 0| Elapsed: 2.91
> QA_Iteration501-7| Output Layer: [-2.8235447] | Score:[0.05769802] | Label: 0| Elapsed: 3.04
> QA_Iteration501-8| Output Layer: [-2.4279675] | Score:[0.08453961] | Label: 0| Elapsed: 3.71
> QA_Iteration501-9| Output Layer: [-2.0613372] | Score:[0.11981089] | Label: 0| Elapsed: 3.01
> QA_Iteration501-10| Output Layer: [-2.895452] | Score:[2.9492526] | Label: 1| Elapsed: 2.93
> QA_Iteration502-0| Output Layer: [-2.4919157] | Score:[0.07950529] | Label: 0| Elapsed: 2.96
> QA_Iteration502-1| Output Layer: [-3.2518082] | Score:[0.03797394] | Label: 0| Elapsed: 3.03
> QA_Iteration502-2| Output Layer: [-2.8584998] | Score:[0.05577027] | Label: 0| Elapsed: 2.94
> QA_Iteration502-3| Output Layer: [-2.8522909] | Score:[0.05610805] | Label: 0| Elapsed: 2.89
> QA_Iteration502-4| Output Layer: [-2.8501554] | Score:[0.05622468] | Label: 0| Elapsed: 2.91
> QA_Iteration502-5| Output Layer: [-2.4779792] | Score:[0.0805773] | Label: 0| Elapsed: 2.93
> QA_Iteration502-6| Output Layer: [-2.4893825] | Score:[0.07969912] | Label: 0| Elapsed: 2.91
> QA_Iteration502-7| Output Layer: [-2.86508] | Score:[0.05541443] | Label: 0| Elapsed: 2.92
> QA_Iteration502-8| Output Layer: [-3.2266357] | Score:[0.03892337] | Label: 0| Elapsed: 3.06
> QA_Iteration502-9| Output Layer: [-2.888521] | Score:[0.05416472] | Label: 0| Elapsed: 3.72
> QA_Iteration502-10| Output Layer: [-3.2358406] | Score:[0.03857352] | Label: 0| Elapsed: 3.03
> QA_Iteration502-11| Output Layer: [-2.9147542] | Score:[0.05279865] | Label: 0| Elapsed: 2.95
> QA_Iteration502-12| Output Layer: [-2.9281478] | Score:[0.05211419] | Label: 0| Elapsed: 2.98
> QA_Iteration503-0| Output Layer: [-3.252525] | Score:[0.03794723] | Label: 0| Elapsed: 3.02
> QA_Iteration503-1| Output Layer: [-3.2564783] | Score:[0.03780031] | Label: 0| Elapsed: 2.95
> QA_Iteration503-2| Output Layer: [-2.9706633] | Score:[0.04999828] | Label: 0| Elapsed: 3.47
> QA_Iteration503-3| Output Layer: [-2.9808407] | Score:[0.04950434] | Label: 0| Elapsed: 2.89
> QA_Iteration503-4| Output Layer: [-3.287067] | Score:[0.03668218] | Label: 0| Elapsed: 2.89
> QA_Iteration503-5| Output Layer: [-3.0164738] | Score:[0.04781217] | Label: 0| Elapsed: 2.93
> QA_Iteration503-6| Output Layer: [-3.3055506] | Score:[0.03602235] | Label: 0| Elapsed: 2.90
> QA_Iteration504-0| Output Layer: [-3.3164926] | Score:[0.03563724] | Label: 0| Elapsed: 2.91
> QA_Iteration504-1| Output Layer: [-3.3270085] | Score:[0.03527094] | Label: 0| Elapsed: 2.94
> QA_Iteration504-2| Output Layer: [-3.3355153] | Score:[0.03497734] | Label: 0| Elapsed: 2.90
> QA_Iteration504-3| Output Layer: [-3.3471258] | Score:[0.03458048] | Label: 0| Elapsed: 2.91
> QA_Iteration505-0| Output Layer: [-3.356712] | Score:[0.03425615] | Label: 0| Elapsed: 2.91
> QA_Iteration506-0| Output Layer: [-3.3650372] | Score:[0.03397692] | Label: 0| Elapsed: 2.93
> QA_Iteration506-1| Output Layer: [-3.1296883] | Score:[0.0428022] | Label: 0| Elapsed: 3.50
> QA_Iteration506-2| Output Layer: [-3.3859153] | Score:[0.03328646] | Label: 0| Elapsed: 2.90
> QA_Iteration506-3| Output Layer: [-3.155398] | Score:[0.04173816] | Label: 0| Elapsed: 2.91
> QA_Iteration506-4| Output Layer: [-3.1685488] | Score:[0.04120394] | Label: 0| Elapsed: 2.94
> QA_Iteration506-5| Output Layer: [-3.1841257] | Score:[0.04057983] | Label: 0| Elapsed: 2.90
> QA_Iteration506-6| Output Layer: [-3.200383] | Score:[0.03993833] | Label: 0| Elapsed: 2.90
> QA_Iteration506-7| Output Layer: [-3.4375377] | Score:[0.03163793] | Label: 0| Elapsed: 2.92
> QA_Iteration507-0| Output Layer: [-3.448968] | Score:[0.03128393] | Label: 0| Elapsed: 2.93
> QA_Iteration507-1| Output Layer: [-3.4597912] | Score:[0.03095232] | Label: 0| Elapsed: 2.90
> QA_Iteration507-2| Output Layer: [-3.2591736] | Score:[3.296874] | Label: 1| Elapsed: 2.93
> QA_Iteration507-3| Output Layer: [-3.450825] | Score:[0.03122679] | Label: 0| Elapsed: 3.04
> QA_Iteration507-4| Output Layer: [-3.1960647] | Score:[0.04010775] | Label: 0| Elapsed: 3.72
> QA_Iteration507-5| Output Layer: [-3.420464] | Score:[0.03217408] | Label: 0| Elapsed: 3.02
> QA_Iteration507-6| Output Layer: [-3.4097202] | Score:[0.03251603] | Label: 0| Elapsed: 2.95
> QA_Iteration507-7| Output Layer: [-3.132453] | Score:[0.04268651] | Label: 0| Elapsed: 2.98
> QA_Iteration507-8| Output Layer: [-2.7172222] | Score:[0.06396773] | Label: 0| Elapsed: 3.03
> QA_Iteration507-9| Output Layer: [-3.3887322] | Score:[0.03319436] | Label: 0| Elapsed: 2.94
> QA_Iteration507-10| Output Layer: [-3.386023] | Score:[0.03328293] | Label: 0| Elapsed: 2.90
> QA_Iteration507-11| Output Layer: [-3.3844757] | Score:[0.03333362] | Label: 0| Elapsed: 2.91
> QA_Iteration507-12| Output Layer: [-3.3831065] | Score:[0.03337854] | Label: 0| Elapsed: 2.93
> QA_Iteration507-13| Output Layer: [-3.384188] | Score:[0.03334305] | Label: 0| Elapsed: 2.90
> QA_Iteration508-0| Output Layer: [-3.3853695] | Score:[0.03330433] | Label: 0| Elapsed: 2.91
> QA_Iteration508-1| Output Layer: [-3.3876822] | Score:[0.03322866] | Label: 0| Elapsed: 2.90
> QA_Iteration508-2| Output Layer: [-3.3905141] | Score:[3.4236503] | Label: 1| Elapsed: 2.94
> QA_Iteration508-3| Output Layer: [-3.0623455] | Score:[0.04571673] | Label: 0| Elapsed: 2.91
> QA_Iteration508-4| Output Layer: [-3.0395176] | Score:[0.04674805] | Label: 0| Elapsed: 2.92
> QA_Iteration509-0| Output Layer: [-3.3240476] | Score:[0.0353737] | Label: 0| Elapsed: 3.04
> QA_Iteration509-1| Output Layer: [-3.3080196] | Score:[3.3439548] | Label: 1| Elapsed: 3.72
> QA_Iteration509-2| Output Layer: [-3.266182] | Score:[0.03744203] | Label: 0| Elapsed: 3.03
> QA_Iteration509-3| Output Layer: [-2.926543] | Score:[0.05219574] | Label: 0| Elapsed: 2.94
> QA_Iteration510-0| Output Layer: [-3.1982586] | Score:[0.04002159] | Label: 0| Elapsed: 2.97
> QA_Iteration510-1| Output Layer: [-3.1713314] | Score:[0.04109176] | Label: 0| Elapsed: 3.02
> QA_Iteration510-2| Output Layer: [-3.1476438] | Score:[0.04205632] | Label: 0| Elapsed: 2.94
> QA_Iteration510-3| Output Layer: [-2.528833] | Score:[0.07673143] | Label: 0| Elapsed: 3.47
> QA_Iteration510-4| Output Layer: [-2.717711] | Score:[0.06393745] | Label: 0| Elapsed: 2.91
> QA_Iteration510-5| Output Layer: [-3.1000395] | Score:[0.04406227] | Label: 0| Elapsed: 3.05
> QA_Iteration510-6| Output Layer: [-2.8018193] | Score:[0.05892862] | Label: 0| Elapsed: 3.72
> QA_Iteration510-7| Output Layer: [-3.0829277] | Score:[0.04480595] | Label: 0| Elapsed: 3.01
> QA_Iteration510-8| Output Layer: [-3.0777113] | Score:[0.04503509] | Label: 0| Elapsed: 2.94
> QA_Iteration510-9| Output Layer: [-3.0743735] | Score:[0.04518231] | Label: 0| Elapsed: 2.96
> QA_Iteration510-10| Output Layer: [-3.0725727] | Score:[0.04526193] | Label: 0| Elapsed: 3.03
> QA_Iteration510-11| Output Layer: [-3.0723054] | Score:[0.04527376] | Label: 0| Elapsed: 2.92
> QA_Iteration510-12| Output Layer: [-3.0733042] | Score:[0.04522957] | Label: 0| Elapsed: 2.90
> QA_Iteration510-13| Output Layer: [-2.8099122] | Score:[0.05846726] | Label: 0| Elapsed: 2.90
> QA_Iteration510-14| Output Layer: [-3.0791562] | Score:[0.04497151] | Label: 0| Elapsed: 2.93
> QA_Iteration511-0| Output Layer: [-3.083724] | Score:[0.04477107] | Label: 0| Elapsed: 2.89
> QA_Iteration511-1| Output Layer: [-3.0891433] | Score:[0.04453441] | Label: 0| Elapsed: 2.92
> QA_Iteration511-2| Output Layer: [-3.095284] | Score:[0.04426772] | Label: 0| Elapsed: 3.06
> QA_Iteration512-0| Output Layer: [-3.1020913] | Score:[0.04397391] | Label: 0| Elapsed: 3.70
> QA_Iteration512-1| Output Layer: [-3.1093621] | Score:[0.04366219] | Label: 0| Elapsed: 3.02
> QA_Iteration512-2| Output Layer: [-3.1172602] | Score:[0.04332604] | Label: 0| Elapsed: 2.95
> QA_Iteration512-3| Output Layer: [-3.1255937] | Score:[0.0429741] | Label: 0| Elapsed: 2.98
> QA_Iteration512-4| Output Layer: [-3.134355] | Score:[0.0426071] | Label: 0| Elapsed: 3.03
> QA_Iteration512-5| Output Layer: [-3.1436048] | Score:[0.04222299] | Label: 0| Elapsed: 2.93
> QA_Iteration512-6| Output Layer: [-3.153078] | Score:[0.04183309] | Label: 0| Elapsed: 2.90
> QA_Iteration512-7| Output Layer: [-3.1625562] | Score:[0.04144653] | Label: 0| Elapsed: 2.90
> QA_Iteration512-8| Output Layer: [-3.1726835] | Score:[0.04103736] | Label: 0| Elapsed: 2.93
> QA_Iteration513-0| Output Layer: [-3.1657665] | Score:[0.0413164] | Label: 0| Elapsed: 3.51
> QA_Iteration513-1| Output Layer: [-3.1924822] | Score:[0.04024884] | Label: 0| Elapsed: 2.91
> QA_Iteration513-2| Output Layer: [-3.1590528] | Score:[0.04158901] | Label: 0| Elapsed: 2.92
> QA_Iteration513-3| Output Layer: [-3.1976328] | Score:[0.04004616] | Label: 0| Elapsed: 2.94
> QA_Iteration514-0| Output Layer: [-3.2221048] | Score:[0.03909672] | Label: 0| Elapsed: 2.89
> QA_Iteration514-1| Output Layer: [-3.1783242] | Score:[0.04081118] | Label: 0| Elapsed: 2.92
> QA_Iteration514-2| Output Layer: [-3.1728442] | Score:[0.0410309] | Label: 0| Elapsed: 2.90
> QA_Iteration514-3| Output Layer: [-3.2193885] | Score:[0.039201] | Label: 0| Elapsed: 2.92
> QA_Iteration514-4| Output Layer: [-3.26689] | Score:[0.03741601] | Label: 0| Elapsed: 2.91
> QA_Iteration514-5| Output Layer: [-3.1663704] | Score:[0.04129197] | Label: 0| Elapsed: 2.91
> QA_Iteration514-6| Output Layer: [-3.2885764] | Score:[0.03662786] | Label: 0| Elapsed: 2.91
> QA_Iteration514-7| Output Layer: [-3.2655747] | Score:[0.03746435] | Label: 0| Elapsed: 2.93
> QA_Iteration514-8| Output Layer: [-3.3112216] | Score:[0.03582225] | Label: 0| Elapsed: 2.90
> QA_Iteration514-9| Output Layer: [-3.2754958] | Score:[0.03710128] | Label: 0| Elapsed: 2.92
> QA_Iteration514-10| Output Layer: [-3.2890286] | Score:[0.0366116] | Label: 0| Elapsed: 3.04
> QA_Iteration514-11| Output Layer: [-3.2263598] | Score:[0.0389339] | Label: 0| Elapsed: 3.72
> QA_Iteration514-12| Output Layer: [-3.3553216] | Score:[0.03430301] | Label: 0| Elapsed: 3.04
> QA_Iteration514-13| Output Layer: [-3.3646114] | Score:[0.03399115] | Label: 0| Elapsed: 2.94
> QA_Iteration515-0| Output Layer: [-3.3773444] | Score:[0.03356822] | Label: 0| Elapsed: 2.96
> QA_Iteration515-1| Output Layer: [-3.1533432] | Score:[0.04182223] | Label: 0| Elapsed: 3.02
> QA_Iteration515-2| Output Layer: [-3.164877] | Score:[0.04135242] | Label: 0| Elapsed: 2.93
> QA_Iteration515-3| Output Layer: [-3.4099643] | Score:[0.03250821] | Label: 0| Elapsed: 2.91
> QA_Iteration515-4| Output Layer: [-3.4205601] | Score:[0.03217103] | Label: 0| Elapsed: 2.92
> QA_Iteration515-5| Output Layer: [-3.201359] | Score:[0.03990014] | Label: 0| Elapsed: 2.94
> QA_Iteration515-6| Output Layer: [-3.4426243] | Score:[0.03147991] | Label: 0| Elapsed: 2.91
> QA_Iteration516-0| Output Layer: [-3.2264242] | Score:[0.03893144] | Label: 0| Elapsed: 2.92
> QA_Iteration516-1| Output Layer: [-3.4635115] | Score:[0.03083914] | Label: 0| Elapsed: 3.05
> QA_Iteration516-2| Output Layer: [-3.4742339] | Score:[0.0305152] | Label: 0| Elapsed: 3.72
> QA_Iteration516-3| Output Layer: [-3.4847896] | Score:[0.03019958] | Label: 0| Elapsed: 3.03
> QA_Iteration516-4| Output Layer: [-3.4950562] | Score:[0.02989568] | Label: 0| Elapsed: 2.93
> QA_Iteration516-5| Output Layer: [-3.5052352] | Score:[3.5348325] | Label: 1| Elapsed: 2.98
> QA_Iteration517-0| Output Layer: [-3.0522423] | Score:[0.0461704] | Label: 0| Elapsed: 3.18
> QA_Iteration517-1| Output Layer: [-3.2528737] | Score:[0.03793425] | Label: 0| Elapsed: 4.05
> QA_Iteration517-2| Output Layer: [-2.9237301] | Score:[0.05233898] | Label: 0| Elapsed: 3.71
> QA_Iteration517-3| Output Layer: [-3.443934] | Score:[0.03143935] | Label: 0| Elapsed: 3.02
> QA_Iteration517-4| Output Layer: [-3.4348147] | Score:[0.03172285] | Label: 0| Elapsed: 2.94
> QA_Iteration517-5| Output Layer: [-3.424441] | Score:[0.0320484] | Label: 0| Elapsed: 2.98
> QA_Iteration517-6| Output Layer: [-3.4195151] | Score:[0.03220414] | Label: 0| Elapsed: 3.18
> QA_Iteration517-7| Output Layer: [-3.2259998] | Score:[0.03894765] | Label: 0| Elapsed: 4.07
> QA_Iteration517-8| Output Layer: [-3.4153688] | Score:[0.0323358] | Label: 0| Elapsed: 3.72
> QA_Iteration517-9| Output Layer: [-2.7751932] | Score:[0.0604716] | Label: 0| Elapsed: 3.02
> QA_Iteration517-10| Output Layer: [-2.760931] | Score:[0.06131414] | Label: 0| Elapsed: 2.94
> QA_Iteration518-0| Output Layer: [-3.3871083] | Score:[0.03324742] | Label: 0| Elapsed: 2.96
> QA_Iteration518-1| Output Layer: [-3.2611866] | Score:[0.03762605] | Label: 0| Elapsed: 3.02
> QA_Iteration518-2| Output Layer: [-3.4116569] | Score:[0.03245413] | Label: 0| Elapsed: 2.93
